375,4624866.3413,376913.9374,2.3499,-27.1090
376,4624865.2627,376911.0573,2.4750,-26.9840
377,4624864.4223,376908.1362,2.5601,-26.8990
378,4624863.9448,376905.0565,2.6091,-26.8500
379,4624863.4248,376901.7808,2.6372,-26.8220
380,4624862.9973,376898.4356,2.6523,-26.8070
381,4624862.5541,376895.2041,2.6314,-26.8280
382,4624862.3928,376892.1208,2.6395,-26.8200
383,4624862.6495,376889.0203,2.6306,-26.8290
384,4624863.2037,376885.7114,2.6586,-26.8010
385,4624864.7335,376882.9106,2.6587,-26.8010
386,4624867.5124,376881.4719,2.6868,-26.7730
387,4624870.5141,376880.9283,2.6778,-26.7820
388,4624873.6034,376880.2876,2.7098,-26.7500
389,4624876.5400,376879.2703,2.7488,-26.7110
390,4624879.4608,376877.9322,2.7388,-26.7210
391,4624882.2732,376876.7450,2.6879,-26.7720
392,4624885.2408,376875.6317,2.5969,-26.8630
393,4624888.2831,376874.8107,2.4779,-26.9820
394,4624891.2387,376873.6657,2.3219,-27.1380
395,4624894.2760,376872.5522,2.1560,-27.3040
396,4624897.2366,376871.7100,1.9820,-27.4780
397,4624900.3001,376870.9216,1.8080,-27.6520
398,4624903.1761,376869.9637,1.6500,-27.8100
399,4624906.1331,376868.6531,1.5510,-27.9090
400,4624909.0691,376867.5042,1.4401,-28.0200
401,4624911.9979,376866.2662,1.3441,-28.1160
402,4624914.7446,376864.5903,1.2801,-28.1800
403,4624916.2090,376861.8020,1.3212,-28.1390
404,4624916.8891,376858.7614,1.4273,-28.0330
405,4624917.0656,376855.5565,1.5754,-27.8850
406,4624917.1235,376852.4935,1.7205,-27.7400
407,4624917.4614,376849.4931,1.8405,-27.6200
408,4624918.1963,376846.3611,1.9356,-27.5250
409,4624919.2563,376843.3789,1.9937,-27.4670
410,4624920.1234,376840.2927,2.1138,-27.3470
411,4624920.4070,376837.1412,2.2499,-27.2110
412,4624921.2897,376833.9231,2.4209,-27.0400
413,4624921.7476,376830.7763,2.6040,-26.8570
414,4624922.4765,376827.8060,2.7461,-26.7150
415,4624925.1374,376826.3725,2.6831,-26.7780
416,4624928.0353,376825.5939,2.5092,-26.9520
417,4624930.9871,376824.4248,2.3532,-27.1080
418,4624933.9786,376823.5848,2.1512,-27.3100
419,4624937.0805,376822.6612,1.9942,-27.4670
420,4624940.0688,376821.8865,1.7922,-27.6690
421,4624942.9768,376821.1011,1.5952,-27.8660
422,4624946.4696,376820.1826,1.3423,-28.1190
423,4624949.5200,376819.0605,1.1533,-28.3080
424,4624952.4693,376817.7055,1.0623,-28.3990
425,4624955.4536,376816.8614,0.9373,-28.5240
426,4624958.3647,376815.4453,0.8394,-28.6220
427,4624960.7777,376813.5209,0.7874,-28.6740
428,4624961.7452,376810.4924,0.8415,-28.6200
429,4624961.6893,376807.4779,0.9216,-28.5400
430,4624962.0254,376804.3018,1.0127,-28.4490
431,4624962.2772,376801.2336,1.0867,-28.3750
432,4624962.5886,376798.0634,1.1608,-28.3010
433,4624962.4770,376794.8943,1.2959,-28.1660
434,4624961.9448,376791.7915,1.4860,-27.9760
435,4624961.4115,376788.6582,1.7021,-27.7600
436,4624961.0458,376785.4735,1.9612,-27.5010
437,4624960.4102,376782.4216,2.2072,-27.2550
438,4624959.5957,376779.4854,2.4653,-26.9970
439,4624959.2811,376776.3861,2.6834,-26.7790
440,4624960.6146,376773.5058,2.7235,-26.7390
441,4624963.1148,376771.7566,2.6185,-26.8440
442,4624966.0240,376770.3990,2.4216,-27.0410
443,4624968.8637,376769.2566,2.1326,-27.3300
444,4624971.8620,376769.0171,1.8986,-27.5640
445,4624974.8875,376768.3754,1.6556,-27.8070
446,4624977.9271,376767.1742,1.5086,-27.9540
447,4624980.9023,376766.2376,1.3646,-28.0980
448,4624983.9345,376765.1889,1.2057,-28.2570
449,4624986.8681,376763.6641,1.0867,-28.3760
450,4624989.8333,376762.4045,0.9357,-28.5270
451,4624992.5844,376760.8630,0.8298,-28.6330
452,4624994.2873,376758.3844,0.8358,-28.6270
453,4624994.5445,376755.1775,0.9099,-28.5530
454,4624994.3352,376752.0754,1.0600,-28.4030
455,4624993.9976,376749.0563,1.2331,-28.2300
456,4624993.9914,376745.8519,1.3902,-28.0730
457,4624994.0030,376742.6859,1.5542,-27.9090
458,4624994.1805,376739.6379,1.6893,-27.7740
459,4624994.2964,376736.5454,1.8464,-27.6170
460,4624994.4143,376733.4975,2.0125,-27.4510
461,4624994.7265,376730.3030,2.1916,-27.2720
462,4624994.9812,376727.1483,2.3077,-27.1560
463,4624994.5243,376724.0650,2.5327,-26.9310
