225,4624788.1521,377014.1573,2.6994,-26.7570
226,4624787.0372,377017.0294,2.6803,-26.7760
227,4624785.4782,377019.8005,2.6662,-26.7900
228,4624784.0904,377022.4707,2.6461,-26.8100
229,4624782.6139,377025.3056,2.6441,-26.8120
230,4624781.0315,377027.9074,2.6570,-26.7990
231,4624778.7365,377030.0064,2.7120,-26.7440
232,4624776.4096,377031.9188,2.7119,-26.7440
233,4624774.3413,377034.3284,2.7198,-26.7360
234,4624772.4552,377036.7619,2.7348,-26.7210
235,4624770.8735,377039.5203,2.7107,-26.7450
236,4624769.2176,377042.0754,2.7307,-26.7250
237,4624767.4745,377044.5931,2.7436,-26.7120
238,4624765.0446,377046.5501,2.7165,-26.7390
239,4624763.0284,377049.0165,2.7325,-26.7230
240,4624761.0950,377051.6338,2.7284,-26.7270
241,4624759.0101,377054.0608,2.6973,-26.7580
242,4624756.7784,377056.2196,2.6943,-26.7610
243,4624754.1428,377057.8172,2.6883,-26.7670
244,4624751.4169,377059.5029,2.6252,-26.8300
245,4624748.8926,377061.2671,2.5862,-26.8690
246,4624746.7757,377063.5998,2.5631,-26.8920
247,4624745.6929,377066.4691,2.5290,-26.9260
248,4624744.6703,377069.4979,2.5390,-26.9160
249,4624743.5390,377072.3485,2.5099,-26.9450
250,4624742.3288,377075.3615,2.5318,-26.9230
251,4624741.4151,377078.2741,2.5287,-26.9260
252,4624740.7761,377081.2235,2.5537,-26.9010
253,4624740.2547,377084.4159,2.6086,-26.8460
254,4624739.5605,377087.3831,2.6365,-26.8180
255,4624738.8610,377090.5356,2.6314,-26.8230
256,4624738.3661,377093.5275,2.7013,-26.7530
257,4624737.2421,377096.3146,2.7503,-26.7040
258,4624735.9676,377099.1719,2.7702,-26.6840
259,4624735.1524,377102.1019,2.8291,-26.6250
260,4624734.3444,377105.3558,2.8280,-26.6260
261,4624733.6148,377108.4515,2.8350,-26.6190
262,4624732.3397,377111.3770,2.8299,-26.6240
263,4624731.1505,377114.2045,2.8718,-26.5820
264,4624730.2421,377117.1712,2.8287,-26.6250
265,4624729.4877,377120.0776,2.8037,-26.6500
266,4624728.2981,377123.0669,2.8006,-26.6530
267,4624727.4196,377125.9823,2.7805,-26.6730
