75,4625047.0930,376646.6256,3.3997,-26.0660,BASEDUNEW
76,4625044.9385,376649.0426,3.4087,-26.0570,BASEDUNEW
77,4625042.6579,376651.3040,3.4546,-26.0110,BASEDUNEW
78,4625040.7732,376653.8996,3.4185,-26.0470,BASEDUNEW
79,4625039.0026,376656.4014,3.3715,-26.0940,BASEDUNEW
80,4625036.9565,376658.8464,3.3414,-26.1240,BASEDUNEW
81,4625034.9130,376661.1493,3.3814,-26.0840,BASEDUNEW
82,4625032.7855,376663.3326,3.3893,-26.0760,BASEDUNEW
83,4625030.6698,376665.8300,3.3892,-26.0760,BASEDUNEW
84,4625028.4930,376668.2350,3.4232,-26.0420,BASEDUNEW
85,4625026.2227,376670.6585,3.4661,-25.9990,BASEDUNEW
86,4625024.0516,376672.9171,3.5221,-25.9430,BASEDUNEW
87,4625022.2388,376675.5192,3.4850,-25.9800,BASEDUNEW
88,4625020.5751,376678.0349,3.3909,-26.0740,BASEDUNEW
89,4625018.7611,376680.4502,3.4059,-26.0590,BASEDUNEW
90,4625016.5046,376682.4396,3.5168,-25.9480,BASEDUNEW
91,4625014.4116,376684.6946,3.5428,-25.9220,BASEDUNEW
92,4625012.4815,376687.0516,3.5347,-25.9300,BASEDUNEW
93,4625010.2472,376689.6714,3.5286,-25.9360,BASEDUNEW
94,4625008.1852,376692.1196,3.5596,-25.9050,BASEDUNEW
95,4625006.1969,376694.7855,3.5795,-25.8850,BASEDUNEW
96,4625004.1392,376697.3041,3.5574,-25.9070,BASEDUNEW
97,4625002.0977,376700.0280,3.5554,-25.9090,BASEDUNEW
98,4625000.1869,376702.6348,3.6313,-25.8330,BASEDUNEW
99,4624998.5037,376705.2908,3.6032,-25.8610,BASEDUNEW
100,4624996.7210,376707.9259,3.5882,-25.8760,BASEDUNEW
101,4624995.0931,376710.4995,3.5351,-25.9290,BASEDUNEW
102,4624993.4401,376713.2045,3.5130,-25.9510,BASEDUNEW
103,4624991.6284,376715.6547,3.5010,-25.9630,BASEDUNEW
104,4624992.3227,376718.5761,3.1449,-26.3190,BASEDUNEW
105,4624994.2878,376720.8628,3.2998,-26.1640,BASEDUNEW
106,4624991.2418,376720.3317,3.1379,-26.3260,BASEDUNEW
107,4624988.3554,376721.4447,3.5008,-25.9630,BASEDUNEW
108,4624986.2915,376724.0516,3.5798,-25.8840,BASEDUNEW
109,4624983.8653,376726.1880,3.7067,-25.7570,BASEDUNEW
110,4624982.2419,376728.9642,3.6446,-25.8190,BASEDUNEW
111,4624980.4871,376731.6380,3.6336,-25.8300,BASEDUNEW
112,4624978.7842,376734.4052,3.5735,-25.8900,BASEDUNEW
113,4624977.0303,376737.4347,3.5454,-25.9180,BASEDUNEW
114,4624975.2404,376740.1912,3.5313,-25.9320,BASEDUNEW
115,4624973.0894,376742.4419,3.5913,-25.8720,BASEDUNEW
116,4624971.4971,376745.1245,3.5902,-25.8730,BASEDUNEW
117,4624970.0628,376747.9121,3.5572,-25.9060,BASEDUNEW
118,4624968.1402,376750.3449,3.6211,-25.8420,BASEDUNEW
119,4624966.4163,376752.9339,3.6300,-25.8330,BASEDUNEW
120,4624964.7811,376755.4992,3.6890,-25.7740,BASEDUNEW
121,4624963.0031,376757.9668,3.6609,-25.8020,BASEDUNEW
122,4624961.5227,376760.7413,3.6108,-25.8520,BASEDUNEW
123,4624959.9468,376763.4961,3.5948,-25.8680,BASEDUNEW
124,4624958.3083,376766.0308,3.6467,-25.8160,BASEDUNEW
125,4624956.6167,376768.7232,3.6396,-25.8230,BASEDUNEW
126,4624954.9414,376771.3182,3.5956,-25.8670,BASEDUNEW
127,4624953.4828,376774.0758,3.5985,-25.8640,BASEDUNEW
128,4624951.7207,376776.6609,3.5764,-25.8860,BASEDUNEW
129,4624950.1624,376779.2419,3.5863,-25.8760,BASEDUNEW
130,4624948.8430,376782.0650,3.5183,-25.9440,BASEDUNEW
131,4624947.0060,376784.4436,3.5722,-25.8900,BASEDUNEW
132,4624945.4110,376787.0713,3.5271,-25.9350,BASEDUNEW
133,4624943.6019,376789.5796,3.5351,-25.9270,BASEDUNEW
134,4624941.9593,376792.1654,3.5430,-25.9190,BASEDUNEW
135,4624940.4815,376794.9153,3.5149,-25.9470,BASEDUNEW
136,4624938.6371,376797.4397,3.5219,-25.9400,BASEDUNEW
137,4624936.9961,376800.2018,3.4558,-26.0060,BASEDUNEW
138,4624935.3898,376802.9481,3.4017,-26.0600,BASEDUNEW
139,4624933.4552,376805.3385,3.4637,-25.9980,BASEDUNEW
140,4624931.7683,376808.0803,3.3446,-26.1170,BASEDUNEW
141,4624930.0435,376810.6367,3.2425,-26.2190,BASEDUNEW
142,4624929.7860,376813.6812,3.0495,-26.4120,BASEDUNEW
143,4624931.4841,376816.1934,2.6544,-26.8070,BASEDUNEW
144,4624932.8563,376818.9200,2.4673,-26.9940,BASEDUNEW
145,4624929.8145,376819.1925,3.3573,-26.1040,BASEDUNEW
146,4624928.2412,376816.4288,3.0354,-26.4260,BASEDUNEW
147,4624925.5966,376818.0729,3.1774,-26.2840,BASEDUNEW
148,4624923.8175,376820.7807,3.2233,-26.2380,BASEDUNEW
149,4624921.6748,376823.0040,3.2262,-26.2350,BASEDUNEW
150,4624919.4392,376825.0496,3.2682,-26.1930,BASEDUNEW
151,4624917.5555,376827.4652,3.2251,-26.2360,BASEDUNEW
152,4624915.8072,376830.1366,3.1020,-26.3590,BASEDUNEW
153,4624913.7952,376832.4357,3.1030,-26.3580,BASEDUNEW
154,4624911.5363,376834.6865,3.1069,-26.3540,BASEDUNEW
155,4624909.1109,376836.8229,3.1509,-26.3100,BASEDUNEW
156,4624906.8094,376838.8251,3.1628,-26.2980,BASEDUNEW
157,4624904.7435,376841.0906,3.0828,-26.3780,BASEDUNEW
158,4624902.4322,376843.2505,3.0497,-26.4110,BASEDUNEW
159,4624899.9346,376845.0238,3.0457,-26.4150,BASEDUNEW
160,4624897.0053,376846.2042,3.0936,-26.3670,BASEDUNEW
161,4624894.2915,376847.5207,3.1666,-26.2940,BASEDUNEW
162,4624893.6719,376850.4756,3.0115,-26.4490,BASEDUNEW
163,4624891.9752,376853.1643,2.9395,-26.5210,BASEDUNEW
164,4624889.6724,376855.2352,2.9044,-26.5560,BASEDUNEW
165,4624887.3846,376857.2092,2.8634,-26.5970,BASEDUNEW
166,4624884.7620,376858.9839,2.8063,-26.6540,BASEDUNEW
167,4624882.4576,376860.9993,2.8773,-26.5830,BASEDUNEW
168,4624879.9093,376863.0194,2.8652,-26.5950,BASEDUNEW
169,4624877.5841,376865.3131,2.8422,-26.6180,BASEDUNEW
170,4624875.4268,376867.4461,2.8151,-26.6450,BASEDUNEW
171,4624873.1314,376869.3997,2.8081,-26.6520,BASEDUNEW
172,4624871.0425,376871.6773,2.7790,-26.6810,BASEDUNEW
173,4624869.1701,376874.0284,2.7659,-26.6940,BASEDUNEW
174,4624867.5055,376876.7890,2.7609,-26.6990,BASEDUNEW
175,4624866.2039,376879.9347,2.6988,-26.7610,BASEDUNEW
176,4624864.6374,376882.6109,2.6847,-26.7750,BASEDUNEW
177,4624862.5655,376884.9255,2.6707,-26.7890,BASEDUNEW
178,4624860.2280,376887.1146,2.6406,-26.8190,BASEDUNEW
179,4624858.1253,376889.4963,2.6266,-26.8330,BASEDUNEW
180,4624856.0350,376891.6895,2.6375,-26.8220,BASEDUNEW
181,4624854.1726,376894.1556,2.6034,-26.8560,BASEDUNEW
182,4624852.1590,376896.4993,2.5934,-26.8660,BASEDUNEW
183,4624850.0731,376898.6607,2.5853,-26.8740,BASEDUNEW
184,4624848.0329,376901.2300,2.5563,-26.9030,BASEDUNEW
185,4624846.5308,376904.0439,2.5352,-26.9240,BASEDUNEW
186,4624845.0292,376906.8511,2.5261,-26.9330,BASEDUNEW
187,4624843.2125,376909.7087,2.4820,-26.9770,BASEDUNEW
188,4624841.7330,376912.3292,2.4740,-26.9850,BASEDUNEW
189,4624839.8328,376914.7127,2.5219,-26.9370,BASEDUNEW
190,4624837.9988,376917.1542,2.5238,-26.9350,BASEDUNEW
191,4624836.0463,376919.7664,2.5058,-26.9530,BASEDUNEW
192,4624834.2596,376922.3516,2.5127,-26.9460,BASEDUNEW
193,4624832.2869,376924.8309,2.5037,-26.9550,BASEDUNEW
194,4624830.4308,376927.4380,2.5286,-26.9300,BASEDUNEW
195,4624828.8695,376930.1953,2.5435,-26.9150,BASEDUNEW
196,4624827.4467,376932.9340,2.5494,-26.9090,BASEDUNEW
197,4624826.0730,376935.6761,2.5144,-26.9440,BASEDUNEW
198,4624824.3836,376938.2029,2.5253,-26.9330,BASEDUNEW
199,4624822.8583,376940.9911,2.5432,-26.9150,BASEDUNEW
200,4624821.3782,376943.7434,2.5612,-26.8970,BASEDUNEW
201,4624819.6959,376946.3729,2.5911,-26.8670,BASEDUNEW
202,4624817.9293,376948.9238,2.6070,-26.8510,BASEDUNEW
203,4624816.2452,376951.4067,2.6400,-26.8180,BASEDUNEW
204,4624814.8934,376954.1369,2.6619,-26.7960,BASEDUNEW
205,4624813.6265,376956.8826,2.6508,-26.8070,BASEDUNEW
206,4624812.2875,376959.8835,2.6918,-26.7660,BASEDUNEW
207,4624811.1439,376962.9486,2.6747,-26.7830,BASEDUNEW
208,4624809.8707,376965.8925,2.7066,-26.7510,BASEDUNEW
209,4624808.6354,376968.8542,2.6745,-26.7830,BASEDUNEW
210,4624807.1354,376971.6552,2.6685,-26.7890,BASEDUNEW
211,4624805.9245,376974.6245,2.6724,-26.7850,BASEDUNEW
212,4624804.5964,376977.3353,2.6923,-26.7650,BASEDUNEW
213,4624802.9652,376979.9610,2.7392,-26.7180,BASEDUNEW
214,4624801.6324,376982.8239,2.7542,-26.7030,BASEDUNEW
215,4624799.9118,376985.4527,2.7671,-26.6900,BASEDUNEW
216,4624798.3898,376988.2900,2.7800,-26.6770,BASEDUNEW
217,4624797.1855,376991.0632,2.7990,-26.6580,BASEDUNEW
218,4624795.7891,376993.9293,2.8439,-26.6130,BASEDUNEW
219,4624794.5018,376996.7951,2.8348,-26.6220,BASEDUNEW
220,4624793.7382,376999.8724,2.8047,-26.6520,BASEDUNEW
221,4624792.8758,377002.8982,2.7946,-26.6620,BASEDUNEW
222,4624791.6629,377005.7227,2.7656,-26.6910,BASEDUNEW
223,4624790.3921,377008.4603,2.7555,-26.7010,BASEDUNEW
224,4624789.2757,377011.3000,2.7514,-26.7050,BASEDUNEW
225,4624788.1521,377014.1573,2.6994,-26.7570,BASEDUNEW
226,4624787.0372,377017.0294,2.6803,-26.7760,BASEDUNEW
227,4624785.4782,377019.8005,2.6662,-26.7900,BASEDUNEW
228,4624784.0904,377022.4707,2.6461,-26.8100,BASEDUNEW
229,4624782.6139,377025.3056,2.6441,-26.8120,BASEDUNEW
230,4624781.0315,377027.9074,2.6570,-26.7990,BASEDUNEW
231,4624778.7365,377030.0064,2.7120,-26.7440,BASEDUNEW
232,4624776.4096,377031.9188,2.7119,-26.7440,BASEDUNEW
233,4624774.3413,377034.3284,2.7198,-26.7360,BASEDUNEW
234,4624772.4552,377036.7619,2.7348,-26.7210,BASEDUNEW
235,4624770.8735,377039.5203,2.7107,-26.7450,BASEDUNEW
236,4624769.2176,377042.0754,2.7307,-26.7250,BASEDUNEW
237,4624767.4745,377044.5931,2.7436,-26.7120,BASEDUNEW
238,4624765.0446,377046.5501,2.7165,-26.7390,BASEDUNEW
239,4624763.0284,377049.0165,2.7325,-26.7230,BASEDUNEW
240,4624761.0950,377051.6338,2.7284,-26.7270,BASEDUNEW
241,4624759.0101,377054.0608,2.6973,-26.7580,BASEDUNEW
242,4624756.7784,377056.2196,2.6943,-26.7610,BASEDUNEW
243,4624754.1428,377057.8172,2.6883,-26.7670,BASEDUNEW
244,4624751.4169,377059.5029,2.6252,-26.8300,BASEDUNEW
245,4624748.8926,377061.2671,2.5862,-26.8690,BASEDUNEW
246,4624746.7757,377063.5998,2.5631,-26.8920,BASEDUNEW
247,4624745.6929,377066.4691,2.5290,-26.9260,BASEDUNEW
248,4624744.6703,377069.4979,2.5390,-26.9160,BASEDUNEW
249,4624743.5390,377072.3485,2.5099,-26.9450,BASEDUNEW
250,4624742.3288,377075.3615,2.5318,-26.9230,BASEDUNEW
251,4624741.4151,377078.2741,2.5287,-26.9260,BASEDUNEW
252,4624740.7761,377081.2235,2.5537,-26.9010,BASEDUNEW
253,4624740.2547,377084.4159,2.6086,-26.8460,BASEDUNEW
254,4624739.5605,377087.3831,2.6365,-26.8180,BASEDUNEW
255,4624738.8610,377090.5356,2.6314,-26.8230,BASEDUNEW
256,4624738.3661,377093.5275,2.7013,-26.7530,BASEDUNEW
257,4624737.2421,377096.3146,2.7503,-26.7040,BASEDUNEW
258,4624735.9676,377099.1719,2.7702,-26.6840,BASEDUNEW
259,4624735.1524,377102.1019,2.8291,-26.6250,BASEDUNEW
260,4624734.3444,377105.3558,2.8280,-26.6260,BASEDUNEW
261,4624733.6148,377108.4515,2.8350,-26.6190,BASEDUNEW
262,4624732.3397,377111.3770,2.8299,-26.6240,BASEDUNEW
263,4624731.1505,377114.2045,2.8718,-26.5820,BASEDUNEW
264,4624730.2421,377117.1712,2.8287,-26.6250,BASEDUNEW
265,4624729.4877,377120.0776,2.8037,-26.6500,BASEDUNEW
266,4624728.2981,377123.0669,2.8006,-26.6530,BASEDUNEW
267,4624727.4196,377125.9823,2.7805,-26.6730,BASEDUNEW
268,4624728.3616,377128.8706,2.7254,-26.7280,ZIGZAGW
269,4624731.4038,377128.9542,2.5664,-26.8870,ZIGZAGW
270,4624734.5736,377128.5364,2.3514,-27.1020,ZIGZAGW
271,4624737.7021,377128.1915,2.2174,-27.2360,ZIGZAGW
272,4624740.7782,377128.0977,2.0584,-27.3950,ZIGZAGW
273,4624743.8717,377128.0813,1.8474,-27.6060,ZIGZAGW
274,4624746.5564,377126.5363,1.7565,-27.6970,ZIGZAGW
275,4624746.3090,377123.4699,1.8845,-27.5690,ZIGZAGW
276,4624745.2810,377120.3966,2.0126,-27.4410,ZIGZAGW
277,4624744.2736,377117.5277,2.1067,-27.3470,ZIGZAGW
278,4624743.4820,377114.4455,2.2128,-27.2410,ZIGZAGW
279,4624742.6249,377111.5086,2.3719,-27.0820,ZIGZAGW
280,4624741.8559,377108.4976,2.5119,-26.9420,ZIGZAGW
281,4624740.8672,377105.6466,2.6140,-26.8400,ZIGZAGW
282,4624739.7158,377102.7001,2.7011,-26.7530,ZIGZAGW
283,4624738.6989,377099.5528,2.7482,-26.7060,ZIGZAGW
284,4624737.6074,377096.5728,2.7543,-26.7000,ZIGZAGW
285,4624738.5998,377093.5726,2.6523,-26.8020,ZIGZAGW
286,4624741.4550,377092.2360,2.6084,-26.8460,ZIGZAGW
287,4624744.4637,377091.2149,2.6334,-26.8210,ZIGZAGW
288,4624747.4187,377090.6718,2.6134,-26.8410,ZIGZAGW
289,4624750.5151,377090.4243,2.5084,-26.9460,ZIGZAGW
290,4624753.6576,377089.7879,2.3464,-27.1080,ZIGZAGW
291,4624756.6425,377088.7489,2.2204,-27.2340,ZIGZAGW
292,4624759.5379,377087.7116,2.0945,-27.3600,ZIGZAGW
293,4624762.3969,377086.7265,1.9625,-27.4920,ZIGZAGW
294,4624765.2221,377085.5877,1.8225,-27.6320,ZIGZAGW
295,4624768.2276,377085.0279,1.7115,-27.7430,ZIGZAGW
296,4624771.2085,377084.0486,1.6135,-27.8410,ZIGZAGW
297,4624774.1044,377083.1258,1.5016,-27.9530,ZIGZAGW
298,4624777.1474,377082.1894,1.4096,-28.0450,ZIGZAGW
299,4624779.8995,377080.5459,1.3346,-28.1200,ZIGZAGW
300,4624781.5471,377077.9080,1.3287,-28.1260,ZIGZAGW
301,4624781.8033,377074.8829,1.3938,-28.0610,ZIGZAGW
302,4624781.7694,377071.8248,1.4659,-27.9890,ZIGZAGW
303,4624781.5840,377068.5731,1.5559,-27.8990,ZIGZAGW
304,4624781.1093,377065.4990,1.6380,-27.8170,ZIGZAGW
305,4624780.3953,377062.4965,1.7511,-27.7040,ZIGZAGW
306,4624779.3343,377059.3329,1.8792,-27.5760,ZIGZAGW
307,4624778.8435,377056.1626,1.9923,-27.4630,ZIGZAGW
308,4624778.2235,377053.0251,2.1023,-27.3530,ZIGZAGW
309,4624777.2240,377050.1207,2.2364,-27.2190,ZIGZAGW
310,4624776.0175,377047.2639,2.3155,-27.1400,ZIGZAGW
311,4624775.0444,377044.2557,2.4556,-27.0000,ZIGZAGW
312,4624774.1974,377041.3600,2.5687,-26.8870,ZIGZAGW
313,4624773.2641,377038.3474,2.6497,-26.8060,ZIGZAGW
314,4624773.5960,377035.3643,2.7228,-26.7330,ZIGZAGW
315,4624775.8104,377033.2741,2.6829,-26.7730,ZIGZAGW
316,4624779.0124,377032.4528,2.6239,-26.8320,ZIGZAGW
317,4624782.0185,377031.3809,2.5399,-26.9160,ZIGZAGW
318,4624784.9268,377030.3756,2.4069,-27.0490,ZIGZAGW
319,4624787.6843,377029.0940,2.3190,-27.1370,ZIGZAGW
320,4624790.4796,377027.5138,2.2680,-27.1880,ZIGZAGW
321,4624793.2081,377026.2207,2.1850,-27.2710,ZIGZAGW
322,4624796.2470,377025.1937,2.0611,-27.3950,ZIGZAGW
323,4624799.0247,377023.9094,1.9581,-27.4980,ZIGZAGW
324,4624801.8821,377022.6102,1.8681,-27.5880,ZIGZAGW
325,4624804.7009,377021.2625,1.7831,-27.6730,ZIGZAGW
326,4624807.7271,377020.0895,1.6882,-27.7680,ZIGZAGW
327,4624810.6241,377018.8761,1.6342,-27.8220,ZIGZAGW
328,4624813.5074,377017.7087,1.5202,-27.9360,ZIGZAGW
329,4624816.2414,377016.4355,1.4723,-27.9840,ZIGZAGW
330,4624818.8222,377014.5769,1.4213,-28.0350,ZIGZAGW
331,4624820.5117,377011.9699,1.4474,-28.0090,ZIGZAGW
332,4624821.0674,377008.8384,1.5075,-27.9490,ZIGZAGW
333,4624821.6048,377005.6616,1.5725,-27.8840,ZIGZAGW
334,4624822.0033,377002.5667,1.6606,-27.7960,ZIGZAGW
335,4624822.2183,376999.3529,1.7327,-27.7240,ZIGZAGW
336,4624821.7229,376996.1091,1.8228,-27.6340,ZIGZAGW
337,4624821.4572,376992.7247,1.8959,-27.5610,ZIGZAGW
338,4624821.2899,376989.5403,1.9480,-27.5090,ZIGZAGW
339,4624821.2564,376986.4640,1.9900,-27.4670,ZIGZAGW
340,4624820.7290,376983.1758,2.0621,-27.3950,ZIGZAGW
341,4624819.9129,376980.2273,2.1212,-27.3360,ZIGZAGW
342,4624818.9444,376977.3669,2.1903,-27.2670,ZIGZAGW
343,4624818.1870,376974.3979,2.2314,-27.2260,ZIGZAGW
344,4624817.2493,376971.4821,2.3344,-27.1230,ZIGZAGW
345,4624816.4218,376968.5707,2.3805,-27.0770,ZIGZAGW
346,4624815.5246,376965.6109,2.4506,-27.0070,ZIGZAGW
347,4624814.7134,376962.5299,2.5137,-26.9440,ZIGZAGW
348,4624814.3572,376959.4836,2.5628,-26.8950,ZIGZAGW
349,4624814.5859,376956.3908,2.5788,-26.8790,ZIGZAGW
350,4624815.9460,376953.5625,2.5929,-26.8650,ZIGZAGW
351,4624818.5034,376951.5696,2.5160,-26.9420,ZIGZAGW
352,4624821.5115,376950.5166,2.4090,-27.0490,ZIGZAGW
353,4624824.3757,376949.4228,2.4050,-27.0530,ZIGZAGW
354,4624827.5257,376948.4636,2.4010,-27.0570,ZIGZAGW
355,4624830.5596,376947.7572,2.4300,-27.0280,ZIGZAGW
356,4624833.7618,376947.0646,2.4021,-27.0560,ZIGZAGW
357,4624836.7440,376946.2696,2.4091,-27.0490,ZIGZAGW
358,4624839.8261,376945.8919,2.3611,-27.0970,ZIGZAGW
359,4624842.7650,376945.1795,2.3221,-27.1360,ZIGZAGW
360,4624846.1443,376944.7815,2.2591,-27.1990,ZIGZAGW
361,4624849.1808,376944.4231,2.1361,-27.3220,ZIGZAGW
362,4624852.2016,376943.6490,2.0511,-27.4070,ZIGZAGW
363,4624855.1944,376942.5169,1.9442,-27.5140,ZIGZAGW
364,4624858.1809,376941.6948,1.8292,-27.6290,ZIGZAGW
365,4624861.1586,376940.9819,1.7192,-27.7390,ZIGZAGW
366,4624864.2363,376939.9810,1.5912,-27.8670,ZIGZAGW
367,4624867.2478,376938.2570,1.4802,-27.9780,ZIGZAGW
368,4624869.2580,376935.8709,1.4423,-28.0160,ZIGZAGW
369,4624869.9752,376932.7860,1.4964,-27.9620,ZIGZAGW
370,4624869.9608,376929.5384,1.6005,-27.8580,ZIGZAGW
371,4624869.3323,376926.4152,1.7386,-27.7200,ZIGZAGW
372,4624868.8064,376923.3217,1.8836,-27.5750,ZIGZAGW
373,4624868.0681,376920.1965,2.0567,-27.4020,ZIGZAGW
374,4624867.2119,376917.1382,2.1668,-27.2920,ZIGZAGW
375,4624866.3413,376913.9374,2.3499,-27.1090,ZIGZAGW
376,4624865.2627,376911.0573,2.4750,-26.9840,ZIGZAGW
377,4624864.4223,376908.1362,2.5601,-26.8990,ZIGZAGW
378,4624863.9448,376905.0565,2.6091,-26.8500,ZIGZAGW
379,4624863.4248,376901.7808,2.6372,-26.8220,ZIGZAGW
380,4624862.9973,376898.4356,2.6523,-26.8070,ZIGZAGW
381,4624862.5541,376895.2041,2.6314,-26.8280,ZIGZAGW
382,4624862.3928,376892.1208,2.6395,-26.8200,ZIGZAGW
383,4624862.6495,376889.0203,2.6306,-26.8290,ZIGZAGW
384,4624863.2037,376885.7114,2.6586,-26.8010,ZIGZAGW
385,4624864.7335,376882.9106,2.6587,-26.8010,ZIGZAGW
386,4624867.5124,376881.4719,2.6868,-26.7730,ZIGZAGW
387,4624870.5141,376880.9283,2.6778,-26.7820,ZIGZAGW
388,4624873.6034,376880.2876,2.7098,-26.7500,ZIGZAGW
389,4624876.5400,376879.2703,2.7488,-26.7110,ZIGZAGW
390,4624879.4608,376877.9322,2.7388,-26.7210,ZIGZAGW
391,4624882.2732,376876.7450,2.6879,-26.7720,ZIGZAGW
392,4624885.2408,376875.6317,2.5969,-26.8630,ZIGZAGW
393,4624888.2831,376874.8107,2.4779,-26.9820,ZIGZAGW
394,4624891.2387,376873.6657,2.3219,-27.1380,ZIGZAGW
395,4624894.2760,376872.5522,2.1560,-27.3040,ZIGZAGW
396,4624897.2366,376871.7100,1.9820,-27.4780,ZIGZAGW
397,4624900.3001,376870.9216,1.8080,-27.6520,ZIGZAGW
398,4624903.1761,376869.9637,1.6500,-27.8100,ZIGZAGW
399,4624906.1331,376868.6531,1.5510,-27.9090,ZIGZAGW
400,4624909.0691,376867.5042,1.4401,-28.0200,ZIGZAGW
401,4624911.9979,376866.2662,1.3441,-28.1160,ZIGZAGW
402,4624914.7446,376864.5903,1.2801,-28.1800,ZIGZAGW
403,4624916.2090,376861.8020,1.3212,-28.1390,ZIGZAGW
404,4624916.8891,376858.7614,1.4273,-28.0330,ZIGZAGW
405,4624917.0656,376855.5565,1.5754,-27.8850,ZIGZAGW
406,4624917.1235,376852.4935,1.7205,-27.7400,ZIGZAGW
407,4624917.4614,376849.4931,1.8405,-27.6200,ZIGZAGW
